0,0
2,0
3,0
4,0
7,0
9,0
10,0
11,0
14,0
18,0
19,0
20,0
23,0
24,0
25,0
26,0
27,0
29,0
32,0
33,0
36,0
39,0
44,0
45,0
46,0
50,0
51,0
53,0
56,0
57,0
61,0
63,0
66,0
71,0
73,0
74,0
79,0
82,0
83,0
85,0
90,0
94,0
96,0
97,0
99,0
101,0
104,0
105,0
108,0
114,0
115,0
119,0
120,0
121,0
124,0
126,0
127,0
129,0
131,0
135,0
138,0
146,0
148,0
149,0
150,0
151,0
156,0
157,0
158,0
160,0
161,0
162,0
164,0
170,0
171,0
172,0
173,0
174,0
178,0
181,0
184,0
185,0
188,0
190,0
192,0
193,0
194,0
195,0
196,0
197,0
199,0
200,0
202,0
205,0
208,0
209,0
211,0
212,0
213,0
214,0
215,0
217,0
222,0
223,0
225,0
226,0
228,0
229,0
232,0
233,0
234,0
235,0
236,0
237,0
239,0
240,0
243,0
245,0
246,0
247,0
249,0
253,0
254,0
255,0
256,0
263,0
264,0
267,0
269,0
273,0
277,0
279,0
281,0
282,0
285,0
286,0
288,0
289,0
290,0
291,0
293,0
294,0
296,0
299,0
301,0
302,0
306,0
308,0
309,0
311,0
312,0
313,0
315,0
316,0
317,0
318,0
319,0
322,0
323,0
325,0
326,0
329,0
331,0
332,0
334,0
336,0
343,0
344,0
346,0
347,0
350,0
351,0
353,0
354,0
355,0
361,0
362,0
363,0
365,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
382,0
383,0
387,0
388,0
392,0
393,0
394,0
395,0
396,0
397,0
399,0
400,0
401,0
403,0
404,0
405,0
406,0
407,0
410,0
411,0
413,0
414,0
415,0
417,0
421,0
422,0
423,0
424,0
425,0
430,0
431,0
435,0
437,0
438,0
441,0
442,0
443,0
445,0
451,0
452,0
455,0
456,0
458,0
460,0
461,0
462,0
463,0
466,0
467,0
468,0
469,0
471,0
475,0
477,0
478,0
482,0
483,0
484,0
485,0
486,0
488,0
489,0
490,0
492,0
493,0
494,0
496,0
497,0
498,0
499,0
501,0
503,0
509,0
510,0
512,0
513,0
515,0
517,0
519,0
520,0
522,0
523,0
526,0
528,0
530,0
534,0
535,0
543,0
545,0
547,0
548,0
549,0
550,0
552,0
554,0
555,0
556,0
559,0
562,0
565,0
567,0
569,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
580,0
583,0
587,0
592,0
593,0
595,0
596,0
600,0
601,0
605,0
611,0
615,0
616,0
618,0
619,0
621,0
624,0
626,0
628,0
629,0
632,0
633,0
634,0
639,0
641,0
642,0
643,0
644,0
646,0
647,0
649,0
650,0
652,0
655,0
658,0
660,0
661,0
667,0
668,0
673,0
675,0
678,0
679,0
682,0
683,0
691,0
692,0
694,0
696,0
697,0
700,0
702,0
703,0
710,0
714,0
715,0
716,0
717,0
719,0
720,0
722,0
724,0
729,0
731,0
732,0
735,0
737,0
738,0
739,0
740,0
741,0
744,0
747,0
748,0
750,0
752,0
755,0
756,0
757,0
758,0
763,0
769,0
771,0
772,0
773,0
775,0
776,0
777,0
778,0
779,0
781,0
784,0
785,0
789,0
793,0
800,0
801,0
802,0
806,0
811,0
812,0
813,0
815,0
819,0
820,0
822,0
829,0
831,0
832,0
833,0
835,0
836,0
839,0
841,0
843,0
845,0
847,0
849,0
852,0
855,0
858,0
859,0
861,0
863,0
865,0
866,0
868,0
871,0
872,0
873,0
875,0
876,0
879,0
880,0
881,0
882,0
883,0
884,0
887,0
888,0
889,0
892,0
893,0
895,0
896,0
897,0
900,0
901,0
903,0
906,0
907,0
909,0
912,0
915,0
924,0
928,0
929,0
